date,lift_reason,det_facility,city,state,detainer_type
2011-07-15 00:00:00,,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-15 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-15 00:00:00,,FRANKLIN COUNTY JAIL,CHAMBERSBURG,PENNSYLVANIA,
2011-07-15 00:00:00,Booked into Detention,FRANKLIN COUNTY JAIL,CHAMBERSBURG,PENNSYLVANIA,
2011-07-15 00:00:00,Booked into Detention,PHILADELPHIA 35TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-16 00:00:00,Booked into Detention,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-17 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-17 00:00:00,Booked into Detention,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2011-07-17 00:00:00,,"LACKAWANA CNTY JAIL, PA",SCRANTON,PENNSYLVANIA,
2011-07-17 00:00:00,Booked into Detention,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-17 00:00:00,,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-07-18 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-18 00:00:00,Booked into Detention,FRANKLIN COUNTY JAIL,CHAMBERSBURG,PENNSYLVANIA,
2011-07-18 00:00:00,,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2011-07-18 00:00:00,,"LACKAWANA CNTY JAIL, PA",SCRANTON,PENNSYLVANIA,
2011-07-18 00:00:00,,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-18 00:00:00,Booked into Detention,FRANKLIN COUNTY JAIL,CHAMBERSBURG,PENNSYLVANIA,
2011-07-18 00:00:00,,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-18 00:00:00,Booked into Detention,PHILADELPHIA 35TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-18 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2011-07-18 00:00:00,Booked into Detention,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-18 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-18 00:00:00,Booked into Detention,WARREN COUNTY JAIL,WARREN,PENNSYLVANIA,
2011-07-18 00:00:00,Booked into Detention,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,UNION COUNTY PRISON,LEWISBURG,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,PHILADELPHIA 1ST POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,"BERKS COUNTY JAIL, PA",LEESPORT,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,"BERKS COUNTY JAIL, PA",LEESPORT,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,"BERKS COUNTY JAIL, PA",LEESPORT,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,"BERKS COUNTY JAIL, PA",LEESPORT,PENNSYLVANIA,
2011-07-19 00:00:00,Booked into Detention,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-07-19 00:00:00,Case Closed,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-19 00:00:00,,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-19 00:00:00,,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-20 00:00:00,Case Closed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,"LEHIGH COUNTY JAIL, PA",ALLENTOWN,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,
2011-07-20 00:00:00,,USP CANAAN,WAYMART,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-20 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-20 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,Case Closed,"SCI GRATERFORD, PA",GRATERFORD,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,"LACKAWANA CNTY JAIL, PA",SCRANTON,PENNSYLVANIA,
2011-07-20 00:00:00,,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,"LACKAWANA CNTY JAIL, PA",SCRANTON,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,USP CANAAN,WAYMART,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,USP CANAAN,WAYMART,PENNSYLVANIA,
2011-07-20 00:00:00,,SCHUYLKILL FED.CORR.INST.,MINERSVILLE,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-20 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-20 00:00:00,,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2011-07-20 00:00:00,,USP CANAAN,WAYMART,PENNSYLVANIA,
2011-07-20 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-20 00:00:00,,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,BRADFORD COUNTY PRISON,TROY,PENNSYLVANIA,
2011-07-20 00:00:00,,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-20 00:00:00,Lifted,S.C.I. FOREST,MARIENVILLE,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-20 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,FRANKLIN COUNTY JAIL,CHAMBERSBURG,PENNSYLVANIA,
2011-07-21 00:00:00,Case Closed,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2011-07-21 00:00:00,,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,NORTHAMPTON COUNTY PRISON,EASTON,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-21 00:00:00,Booked into Detention,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-21 00:00:00,,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2011-07-22 00:00:00,,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-22 00:00:00,,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,"US MARSHALS, E.DIST.PA",PHILADELPHIA,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,NORTHAMPTON COUNTY PRISON,EASTON,PENNSYLVANIA,
2011-07-22 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2011-07-22 00:00:00,,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,PHILADELPHIA 18TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-22 00:00:00,,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,"US MARSHALS, E.DIST.PA",PHILADELPHIA,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-22 00:00:00,,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-22 00:00:00,,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,"BERKS COUNTY JAIL, PA",LEESPORT,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,MONROE CO JAIL,STROUDSBURG,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-22 00:00:00,Booked into Detention,PHILADELPHIA 18TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-23 00:00:00,,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-23 00:00:00,Case Closed,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2011-07-23 00:00:00,,PHILADELPHIA 9TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-24 00:00:00,Booked into Detention,PHILADELPHIA 18TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,FRANKLIN COUNTY JAIL,CHAMBERSBURG,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-25 00:00:00,,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-25 00:00:00,,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,PHILADELPHIA 35TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-25 00:00:00,,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,SCHUYLKILL FED.CORR.INST.,MINERSVILLE,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2011-07-25 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,,USP CANAAN,WAYMART,PENNSYLVANIA,
2011-07-26 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-26 00:00:00,Lifted,"S.C.I., CRESSON, PA",CRESSON,PENNSYLVANIA,
2011-07-26 00:00:00,,NORTHAMPTON COUNTY PRISON,EASTON,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,Early Release,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,PHILADELPHIA 18TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-26 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-07-26 00:00:00,Booked into Detention,"US MARSHALS, E.DIST.PA",PHILADELPHIA,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-27 00:00:00,Case Closed,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,PHILADELPHIA 35TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,,RIVERSIDE CORR. FACILITY,PHILADELPHIA,PENNSYLVANIA,
2011-07-27 00:00:00,,USP CANAAN,WAYMART,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,
2011-07-27 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,LORETTO FED.CORR.INST.,LORETTO,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,NORTHAMPTON COUNTY PRISON,EASTON,PENNSYLVANIA,
2011-07-27 00:00:00,Booked into Detention,USP CANAAN,WAYMART,PENNSYLVANIA,
2011-07-28 00:00:00,Booked into Detention,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-28 00:00:00,Booked into Detention,PHILADELPHIA 9TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-28 00:00:00,Booked into Detention,SCHUYLKILL COUNTY PRISON,POTTSVILLE,PENNSYLVANIA,
2011-07-28 00:00:00,Booked into Detention,PHILADELPHIA DETENTION CT,PHILADELPHIA,PENNSYLVANIA,
2011-07-28 00:00:00,,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-07-28 00:00:00,Booked into Detention,RIVERSIDE CORR. FACILITY,PHILADELPHIA,PENNSYLVANIA,
2011-07-28 00:00:00,,SCHUYLKILL COUNTY PRISON,POTTSVILLE,PENNSYLVANIA,
2011-07-28 00:00:00,,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,
2011-07-28 00:00:00,,"LACKAWANA CNTY JAIL, PA",SCRANTON,PENNSYLVANIA,
2011-07-28 00:00:00,Booked into Detention,LORETTO FED.CORR.INST.,LORETTO,PENNSYLVANIA,
2011-07-28 00:00:00,Booked into Detention,SCHUYLKILL COUNTY PRISON,POTTSVILLE,PENNSYLVANIA,
2011-07-28 00:00:00,Case Closed,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-28 00:00:00,,SCHUYLKILL COUNTY PRISON,POTTSVILLE,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,"CUMBERLAND CNTY JAIL, PA",CARLISLE,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-29 00:00:00,,PHILADELPHIA 35TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-29 00:00:00,,PHILADELPHIA 1ST POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,LORETTO FED.CORR.INST.,LORETTO,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2011-07-29 00:00:00,,"CUMBERLAND CNTY JAIL, PA",CARLISLE,PENNSYLVANIA,
2011-07-29 00:00:00,Case Closed,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,PHILADELPHIA 1ST POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,PHILADELPHIA 25TH POLICE DIST.,PHILADELPHIA,PENNSYLVANIA,
2011-07-29 00:00:00,Booked into Detention,"LEHIGH COUNTY JAIL, PA",ALLENTOWN,PENNSYLVANIA,
